1;0101010010;ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO BÁSICA;1;I;9999;9999;0;48;1571;0;0;0;1;;9999;201502
2;0101010028;ATIVIDADE EDUCATIVA / ORIENTAÇÃO EM GRUPO NA ATENÇÃO ESPECIALIZADA;2;I;9999;9999;0;84;1571;0;270;0;6;;9999;201502
3;0101010036;PRÁTICA CORPORAL / ATIVIDADE FÍSICA EM GRUPO;1;I;9999;9999;0;72;1571;0;0;0;1;;9999;201502
4;0101010044;PRÁTICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA;1;I;9999;9999;0;72;1571;0;0;0;1;;9999;201502
5;0101020015;AÇÃO COLETIVA DE APLICAÇÃO TÓPICA DE FLÚOR GEL;1;I;9999;9999;0;48;1571;0;0;0;1;;9999;201502
6;0101020023;AÇÃO COLETIVA DE BOCHECHO FLUORADO;1;I;9999;9999;0;48;1571;0;0;0;1;;9999;201502
7;0101020031;AÇÃO COLETIVA DE ESCOVAÇÃO DENTAL SUPERVISIONADA;1;I;9999;9999;0;36;1571;0;0;0;1;;9999;201502
8;0101020040;AÇÃO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLÓGICA;1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
9;0101020058;APLICAÇÃO DE CARIOSTÁTICO (POR DENTE);1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
10;0101020066;APLICAÇÃO DE SELANTE (POR DENTE);1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
11;0101020074;APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO);1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
12;0101020082;EVIDENCIAÇÃO DE PLACA BACTERIANA;1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
13;0101020090;SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA;1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
14;0101030010;VISITA DOMICILIAR POR PROFISSIONAL DE NÍVEL MÉDIO;1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
15;0101030029;VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NÍVEL SUPERIOR;1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
16;0101040016;APLICAÇÃO DE SUPLEMENTOS DE MICRONUTRIENTES;1;I;9999;9999;0;0;599;0;0;0;1;;9999;201502
17;0101040024;AVALIAÇÃO ANTROPOMÉTRICA;1;I;9999;9999;0;0;1571;0;0;0;1;;9999;201502
18;0101040032;COLETA EXTERNA DE LEITE MATERNO (POR DOADORA);2;F;9999;9999;0;144;599;0;300;0;4;40058;9999;201502
19;0101040040;PASTEURIZAÇÃO DO LEITE HUMANO (CADA 5 LITROS);2;N;9999;9999;0;9999;9999;0;1106;0;4;40058;9999;201502
20;0102010056;ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
21;0102010064;ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
22;0102010072;CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
23;0102010145;INSPEÇÃO SANITÁRIA DE HOSPITAIS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
24;0102010153;INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS TÉCNICAS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
25;0102010161;EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA  SANITÁRIA COM ATIVIDADES ENCERRADAS.;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
26;0102010170;INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
27;0102010188;LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
28;0102010196;APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
29;0102010200;INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS POR ALIMENTOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
30;0102010218;INVESTIGAÇÃO DE SURTOS DE INFECÇÃO EM SERVIÇOS DE SAÚDE;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
31;0102010226;ATIVIDADE EDUCATIVA PARA A POPULAÇÃO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
32;0102010234;RECEBIMENTO DE DENÚNCIAS/RECLAMAÇÕES;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
33;0102010242;ATENDIMENTO À DENÚNCIAS/RECLAMAÇÕES;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
34;0102010250;CADASTRO DE HOSPITAIS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
35;0102010269;LICENCIAMENTO SANITÁRIO DE HOSPITAIS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
36;0102010277;CADASTRO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
37;0102010285;INSPEÇÃO SANITÁRIA DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
38;0102010293;LICENCIAMENTO SANITÁRIO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
39;0102010307;CADASTRO DE INDÚSTRIAS DE MEDICAMENTOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
40;0102010315;INSPEÇÃO SANITÁRIA DE INDÚSTRIA DE MEDICAMENTOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
41;0102010323;LICENCIAMENTO SANITÁRIO DE INDÚSTRIAS DE MEDICAMENTOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
42;0102010331;CADASTRO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
43;0102010340;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA.;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
44;0102010358;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO DO CÂNCER DE COLO DE ÚTERO E MAMA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
45;0102010366;CADASTRO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
46;0102010374;INSPEÇÃO SANITÁRIA DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
47;0102010382;LICENCIAMENTO SANITÁRIO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO PARTO E À CRIANÇA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
48;0102010390;CADASTRO DE SERVIÇOS DE HEMOTERAPIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
49;0102010404;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE HEMOTERAPIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
50;0102010412;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE HEMOTERAPIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
51;0102010420;CADASTRO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
52;0102010439;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
53;0102010447;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
54;0102010455;CADASTRO DE SERVIÇOS DE ALIMENTAÇÃO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
55;0102010463;INSPEÇÃO SANITÁRIA DE SERVIÇOS DE ALIMENTAÇÃO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
56;0102010471;LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE ALIMENTAÇÃO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
57;0102010480;FISCALIZAÇÃO DO USO DE PRODUTOS FUMÍGENOS DERIVADOS DO TABACO EM AMBIENTES COLETIVOS FECHADOS, PÚBLICOS OU PRIVADOS;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
58;0102010498;LAUDO DE ANÁLISE LABORATORIAL DO PROGRAMA DE MONITORAMENTO DE ALIMENTOS RECEBIDOS PELA VIGILÂNCIA SANITÁRIA;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
59;0102010501;ATIVIDADES EDUCATIVAS SOBRE A TEMÁTICA DA DENGUE,REALIZADAS PARA A POPULAÇÃO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
60;0102010510;ATIVIDADES EDUCATIVAS,COM RELAÇÃO AO CONSUMO DE SÓDIO, AÇÚCAR E GORDURAS, REALIZADAS PARA O SETOR REGULADO E A POPULAÇÃO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
61;0102010528;INSTAURAÇÃO DE PROCESSO ADMINISTRATIVO SANITÁRIO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
62;0102010536;CONCLUSÃO DE PROCESSO ADMINISTRATIVO SANITÁRIO;0;N;9999;9999;0;9999;9999;0;0;0;7;;9999;201502
63;0102020019;VIGILÂNCIA DA SITUAÇÃO DE SAÚDE DOS TRABALHADORES;2;N;9999;9999;0;9999;9999;0;0;0;5;;9999;201502
64;0102020027;ATIVIDADE EDUCATIVA EM SAÚDE DO TRABALHADOR;2;I;9999;9999;0;48;1571;0;0;0;5;;9999;201502
65;0102020035;INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR;2;N;9999;9999;0;9999;9999;0;0;0;5;;9999;201502
66;0201010011;AMNIOCENTESE;2;F;1;9999;0;108;731;220;220;0;6;;9999;201502
67;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2;I;9999;9999;0;0;1571;0;1410;0;6;;9999;201502
68;0201010038;BIOPSIA CIRURGICA DE TIREOIDE;2;I;1;2;88;0;1571;12370;0;7686;6;;9999;201502
69;0201010046;BIOPSIA DE ANUS E CANAL ANAL;2;I;1;9999;0;0;1571;1846;1846;0;6;;9999;201502
70;0201010054;BIOPSIA DE BACO POR PUNCAO / ASPIRACAO;2;I;9999;9999;0;0;1571;0;0;0;6;;9999;201502
